Lower House Election for the State of Victoria ,12161,Hawthorn District,44828,13967,"KENNEDY, John Ormond",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,5
Lower House Election for the State of Victoria ,12161,Hawthorn District,44828,14347,"PATERSON, Sophie",SUSTAINABLE AUSTRALIA (VIC),6
Lower House Election for the State of Victoria ,12211,Ivanhoe District,46777,13968,"CARBINES, Anthony",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12211,Ivanhoe District,46777,13929,"LANGDON, Craig",INDEPENDENT,2
Lower House Election for the State of Victoria ,12211,Ivanhoe District,46777,14194,"CONLEY, Andrew",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12211,Ivanhoe District,46777,14524,"CLARK, Monica",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12211,Ivanhoe District,46777,14374,"JENKINS, Philip",DEMOCRATIC LABOUR PARTY (DLP),5
Lower House Election for the State of Victoria ,12159,Kew District,44262,14195,"MARKS, Alex",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12159,Kew District,44262,14525,"SMITH, Tim",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12159,Kew District,44262,13969,"D'ARCY, Marg",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12159,Kew District,44262,14348,"SCATURCHIO, Paul",SUSTAINABLE AUSTRALIA (VIC),4
Lower House Election for the State of Victoria ,12159,Kew District,44262,14078,"GARDINER, Bronwyn",ANIMAL JUSTICE PARTY,5
Lower House Election for the State of Victoria ,12131,Keysborough District,45327,14526,"TAYLOR, Darrel",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12131,Keysborough District,45327,14340,"VO, Hung",INDEPENDENT,2
Lower House Election for the State of Victoria ,12131,Keysborough District,45327,14127,"AFZAL, Usman Mohammed",TRANSPORT MATTERS PARTY,3
Lower House Election for the State of Victoria ,12131,Keysborough District,45327,13970,"PAKULA, Martin",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12131,Keysborough District,45327,14196,"McALPINE, Ken",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12131,Keysborough District,45327,14079,"JEGES, Helen",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12124,Kororoit District,51161,14080,"DIVITA, Katherine",ANIMAL JUSTICE PARTY,1
Lower House Election for the State of Victoria ,12124,Kororoit District,51161,14197,"WARING, Rohan",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12124,Kororoit District,51161,13971,"KAIROUZ, Marlene",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12124,Kororoit District,51161,14527,"HAQUE, Golam",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12175,Lara District,47026,13873,"CARDIGAN, Dean",VICTORIAN SOCIALISTS,1
Lower House Election for the State of Victoria ,12175,Lara District,47026,14081,"BAKER, Bronwen",ANIMAL JUSTICE PARTY,2
Lower House Election for the State of Victoria ,12175,Lara District,47026,14528,"Di PASQUALE, Melissa",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12175,Lara District,47026,14198,"FORBES, Amber",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12175,Lara District,47026,13972,"EREN, John",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,5
Lower House Election for the State of Victoria ,12154,Lowan District,43436,14328,"KEALY, Emma",NATIONAL PARTY OF AUSTRALIA - VICTORIA,1
Lower House Election for the State of Victoria ,12154,Lowan District,43436,13829,"SHEA, Barry",INDEPENDENT,2
Lower House Election for the State of Victoria ,12154,Lowan District,43436,13973,"BILLI, Maurice",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12154,Lowan District,43436,13874,"GRENFELL, Trevor",VICTORIAN SOCIALISTS,4
Lower House Election for the State of Victoria ,12154,Lowan District,43436,14199,"LANE, Richard",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12178,Macedon District,45491,14375,"O'BRIEN, Tony",DEMOCRATIC LABOUR PARTY (DLP),1
Lower House Election for the State of Victoria ,12178,Macedon District,45491,14800,"BAKES, Rob",INDEPENDENT,2
Lower House Election for the State of Victoria ,12178,Macedon District,45491,13974,"THOMAS, Mary-Anne",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12178,Macedon District,45491,14082,"PARRAMORE, Ruth",ANIMAL JUSTICE PARTY,4
Lower House Election for the State of Victoria ,12178,Macedon District,45491,14529,"MILLAR, Amanda",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,5
Lower House Election for the State of Victoria ,12178,Macedon District,45491,14200,"THESING, Ralf",THE AUSTRALIAN GREENS - VICTORIA,6
Lower House Election for the State of Victoria ,12126,Malvern District,42898,14349,"MORAN, Michaela",SUSTAINABLE AUSTRALIA (VIC),1
Lower House Election for the State of Victoria ,12126,Malvern District,42898,14083,"FEILD, Candace",ANIMAL JUSTICE PARTY,2
Lower House Election for the State of Victoria ,12126,Malvern District,42898,13975,"SQUIRES, Oliver",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12126,Malvern District,42898,14530,"O'BRIEN, Michael",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12126,Malvern District,42898,14201,"MORGAN, Polly",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,14202,"SANDELL, Ellen",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,14752,"SCHADE, Darin",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,14781,"HANLON, Peter",INDEPENDENT,3
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,14660,"ROOKES, Benjamin",LIBERAL DEMOCRATIC PARTY,4
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,14755,"FUHRMANN, Kim",AUSSIE BATTLER PARTY,5
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,13976,"KANIS, Jennifer",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,6
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,14084,"POPE, Lawrence",ANIMAL JUSTICE PARTY,7
Lower House Election for the State of Victoria ,12203,Melbourne District,50393,13788,"CLOSE, Leo",FIONA PATTEN'S REASON PARTY ,8
Lower House Election for the State of Victoria ,12135,Melton District,53306,14787,"TURNER, Bob",INDEPENDENT,1
Lower House Election for the State of Victoria ,12135,Melton District,53306,14531,"FARROW, Ryan",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12135,Melton District,53306,14284,"STIRLING, Grant",INDEPENDENT,3
Lower House Election for the State of Victoria ,12135,Melton District,53306,14153,"BINGHAM, Jarrod",INDEPENDENT,4
Lower House Election for the State of Victoria ,12135,Melton District,53306,14203,"SINGH, Harkirat",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12135,Melton District,53306,14667,"RAMSEY, Sophie",INDEPENDENT,6
Lower House Election for the State of Victoria ,12135,Melton District,53306,14376,"BENNETT, Victor",DEMOCRATIC LABOUR PARTY (DLP),7
Lower House Election for the State of Victoria ,12135,Melton District,53306,13875,"GUY, Ron",VICTORIAN SOCIALISTS,8
Lower House Election for the State of Victoria ,12135,Melton District,53306,14085,"MILTON, Tania",ANIMAL JUSTICE PARTY,9
Lower House Election for the State of Victoria ,12135,Melton District,53306,13757,"BIRCHALL, Ian",INDEPENDENT,10
Lower House Election for the State of Victoria ,12135,Melton District,53306,13977,"MCGHIE, Stephen John",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,11
Lower House Election for the State of Victoria ,12135,Melton District,53306,14625,"LANG, Daryl",INDEPENDENT,12
Lower House Election for the State of Victoria ,12186,Mildura District,44401,13978,"ALESSI, Tony",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12186,Mildura District,44401,14204,"MILNE, Cathryn",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12186,Mildura District,44401,14329,"CRISP, Peter",NATIONAL PARTY OF AUSTRALIA - VICTORIA,3
Lower House Election for the State of Victoria ,12186,Mildura District,44401,14760,"TIMMIS, Steven John",INDEPENDENT,4
Lower House Election for the State of Victoria ,12186,Mildura District,44401,14762,"CUPPER, Ali",INDEPENDENT,5
Lower House Election for the State of Victoria ,12166,Mill Park District,46475,14086,"SIMONS, Marcia",ANIMAL JUSTICE PARTY,1
Lower House Election for the State of Victoria ,12166,Mill Park District,46475,13979,"D'AMBROSIO, Lily",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12166,Mill Park District,46475,14681,"REICH, Nicholas",VICTORIAN SOCIALISTS,3
Lower House Election for the State of Victoria ,12166,Mill Park District,46475,14532,"SINGH, Lakhwinder",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12166,Mill Park District,46475,14205,"EDWARDS, Alexander",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12172,Monbulk District,43324,14413,"NORMAN, Joshua James",DEMOCRATIC LABOUR PARTY (DLP),1
Lower House Election for the State of Victoria ,12172,Monbulk District,43324,14533,"SCHURINK, John",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12172,Monbulk District,43324,14305,"CROOK, Jordan",INDEPENDENT,3
Lower House Election for the State of Victoria ,12172,Monbulk District,43324,13980,"MERLINO, James",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12172,Monbulk District,43324,14206,"HICKS, Liz",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14297,"NOLAN, Robyn",INDEPENDENT,1
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,13981,"RICHARDSON, Tim",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,2
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14293,"SULLIVAN, Peter",DERRYN HINCH'S JUSTICE PARTY,3
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,13840,"REID, Phil",INDEPENDENT,4
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14207,"TAYLOR, Hamish",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14341,"WATSON, Stephen",INDEPENDENT,6
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14087,"CURRIE, Bronwyn",ANIMAL JUSTICE PARTY,7
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14128,"VERMA, Amit",TRANSPORT MATTERS PARTY,8
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14534,"GLEDHILL, Geoff",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,9
Lower House Election for the State of Victoria ,12180,Mordialloc District,46041,14377,"PHILLIPS, Peter",DEMOCRATIC LABOUR PARTY (DLP),10
Lower House Election for the State of Victoria ,12218,Mornington District,47184,14535,"MORRIS, David",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12218,Mornington District,47184,14088,"JACK, Tyson",ANIMAL JUSTICE PARTY,2
Lower House Election for the State of Victoria ,12218,Mornington District,47184,14208,"SINCLAIR, David",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12218,Mornington District,47184,13982,"WHITE, Ryan",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14452,"DIGGINS, Reece",AUSSIE BATTLER PARTY,1
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14330,"BOND, Sheridan",NATIONAL PARTY OF AUSTRALIA - VICTORIA,2
Lower House Election for the State of Victoria ,12179,Morwell District,48406,13845,"LUND, Tracie",INDEPENDENT,3
Lower House Election for the State of Victoria ,12179,Morwell District,48406,13983,"RICHARDS, Mark",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12179,Morwell District,48406,13902,"MUIR, Ricky","SHOOTERS, FISHERS AND FARMERS PARTY VICTORIA",5
Lower House Election for the State of Victoria ,12179,Morwell District,48406,13928,"BURGESS, Ray",INDEPENDENT,6
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14209,"CAFFREY, Daniel",THE AUSTRALIAN GREENS - VICTORIA,7
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14536,"HARRIMAN, Dale",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,8
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14455,"NORTHE, Russell",INDEPENDENT,9
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14680,"KEEN, Nathan",DEMOCRATIC LABOUR PARTY (DLP),10
Lower House Election for the State of Victoria ,12179,Morwell District,48406,14663,"SINDT, Christine",INDEPENDENT,11
Lower House Election for the State of Victoria ,12145,Mount Waverley District,38937,13984,"FREGON, Matt",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12145,Mount Waverley District,38937,14537,"GIDLEY, Michael",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12145,Mount Waverley District,38937,14210,"McCARTHY, Justin",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12140,Mulgrave District,40588,14211,"RAJASINGHE, Ovi",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12140,Mulgrave District,40588,14538,"DAVENPORT, Maree",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12140,Mulgrave District,40588,13985,"ANDREWS, Daniel",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12140,Mulgrave District,40588,14129,"MALIK, Nadeem",TRANSPORT MATTERS PARTY,4
Lower House Election for the State of Victoria ,12140,Mulgrave District,40588,14378,"KELLY, Des",DEMOCRATIC LABOUR PARTY (DLP),5
Lower House Election for the State of Victoria ,12157,Murray Plains District,46924,13903,"STRAUB, Daniel Allan","SHOOTERS, FISHERS AND FARMERS PARTY VICTORIA",1
Lower House Election for the State of Victoria ,12157,Murray Plains District,46924,14212,"CHRISTOE, Ian",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12157,Murray Plains District,46924,14331,"WALSH, Peter",NATIONAL PARTY OF AUSTRALIA - VICTORIA,3
Lower House Election for the State of Victoria ,12157,Murray Plains District,46924,13986,"WILLIAMS, Peter",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12153,Narracan District,52203,14443,"LAMBDEN, Guss",INDEPENDENT,1
Lower House Election for the State of Victoria ,12153,Narracan District,52203,14539,"BLACKWOOD, Gary",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12153,Narracan District,52203,14213,"HORNSTRA, William",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12153,Narracan District,52203,14121,"IERFONE, Carlo",INDEPENDENT,4
Lower House Election for the State of Victoria ,12153,Narracan District,52203,13987,"MAXFIELD, Christine",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,5
Lower House Election for the State of Victoria ,12128,Narre Warren North District,44724,14414,"GREISS, Sami",DEMOCRATIC LABOUR PARTY (DLP),1
Lower House Election for the State of Victoria ,12128,Narre Warren North District,44724,14130,"MAHMOOD, Zeeshan",TRANSPORT MATTERS PARTY,2
Lower House Election for the State of Victoria ,12128,Narre Warren North District,44724,13988,"DONNELLAN, Luke",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12128,Narre Warren North District,44724,14540,"FITZGERALD, Vikki",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12128,Narre Warren North District,44724,14214,"BAUER, Stefanie",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12184,Narre Warren South District,49506,14131,"SINGH, Gagandeep",TRANSPORT MATTERS PARTY,1
Lower House Election for the State of Victoria ,12184,Narre Warren South District,49506,14541,"SEREY, Susan",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12184,Narre Warren South District,49506,14215,"BUTLER, Michael",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12184,Narre Warren South District,49506,13989,"MAAS, Gary",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12147,Nepean District,49653,13755,"MULVANY, Simon",INDEPENDENT,1
Lower House Election for the State of Victoria ,12147,Nepean District,49653,14436,"GULLY, Rodger",INDEPENDENT,2
Lower House Election for the State of Victoria ,12147,Nepean District,49653,13990,"BRAYNE, Chris",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12147,Nepean District,49653,14542,"JOSEPH, Russell",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,4
Lower House Election for the State of Victoria ,12147,Nepean District,49653,14216,"SAUNDERS, Paul",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12137,Niddrie District,44716,14543,"REESON, Ben",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12137,Niddrie District,44716,14089,"PRIMMER, Rebbecca",ANIMAL JUSTICE PARTY,2
Lower House Election for the State of Victoria ,12137,Niddrie District,44716,14217,"DESMARAIS, Jean-Luke",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12137,Niddrie District,44716,13991,"CARROLL, Ben",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12141,Northcote District,48831,14218,"THORPE, Lidia",THE AUSTRALIAN GREENS - VICTORIA,1
Lower House Election for the State of Victoria ,12141,Northcote District,48831,14789,"EDWARDS, Bryony",INDEPENDENT,2
Lower House Election for the State of Victoria ,12141,Northcote District,48831,14749,"MacISAAC, John",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12141,Northcote District,48831,14662,"FINK, Samuel",LIBERAL DEMOCRATIC PARTY,4
Lower House Election for the State of Victoria ,12141,Northcote District,48831,13992,"THEOPHANOUS, Kat",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,5
Lower House Election for the State of Victoria ,12141,Northcote District,48831,14090,"BRAMANTE, David",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12141,Northcote District,48831,14713,"SMARRELLI, Franca",FIONA PATTEN'S REASON PARTY ,7
Lower House Election for the State of Victoria ,12206,Oakleigh District,41595,14544,"EDMONDS, Andrew",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12206,Oakleigh District,41595,14219,"MORGAN, Peter",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12206,Oakleigh District,41595,14294,"KIOUPELIS, Parashos",INDEPENDENT,3
Lower House Election for the State of Victoria ,12206,Oakleigh District,41595,13993,"DIMOPOULOS, Steve",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,4
Lower House Election for the State of Victoria ,12206,Oakleigh District,41595,14350,"HOULT, Brandon",SUSTAINABLE AUSTRALIA (VIC),5
Lower House Election for the State of Victoria ,12206,Oakleigh District,41595,14091,"PARKER, Suzanne",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12165,Ovens Valley District,43200,14489,"DYER, Ray",INDEPENDENT,1
Lower House Election for the State of Victoria ,12165,Ovens Valley District,43200,14418,"FIDGE, Julian",AUSTRALIAN COUNTRY PARTY/GIVE IT BACK,2
Lower House Election for the State of Victoria ,12165,Ovens Valley District,43200,14332,"McCURDY, Tim",NATIONAL PARTY OF AUSTRALIA - VICTORIA,3
Lower House Election for the State of Victoria ,12165,Ovens Valley District,43200,14220,"BERRY, Vicki",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12165,Ovens Valley District,43200,13760,"ATKINS, Tammy",INDEPENDENT,5
Lower House Election for the State of Victoria ,12165,Ovens Valley District,43200,13994,"DOYLE, Kate",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,6
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,13868,"TIMPANO, Francesco",INDEPENDENT,1
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,14545,"HAMILTON, Genevieve",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,13995,"BLANDTHORN, Lizzie",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,14221,"JACKSON, Phil",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,13754,"YILDIZ, Oscar",INDEPENDENT,5
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,14092,"LINSELL, Graeme",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,13876,"BEATON, Gerry",VICTORIAN SOCIALISTS,7
Lower House Election for the State of Victoria ,12136,Pascoe Vale District,51163,13762,"KAVANAGH, John",INDEPENDENT,8
Lower House Election for the State of Victoria ,12167,Polwarth District,45895,13996,"JOHNSTON, Douglas",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12167,Polwarth District,45895,13877,"MURPHY, Brendan",VICTORIAN SOCIALISTS,2
Lower House Election for the State of Victoria ,12167,Polwarth District,45895,14093,"PITTS, Damien",ANIMAL JUSTICE PARTY,3
Lower House Election for the State of Victoria ,12167,Polwarth District,45895,14222,"GARDNER, Courtney",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12167,Polwarth District,45895,14546,"RIORDAN, Richard",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,5
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14417,"KOFMANSKY, Leon",DEMOCRATIC LABOUR PARTY (DLP),1
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14547,"ALLEN, Katie",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,2
Lower House Election for the State of Victoria ,12133,Prahran District,50373,13997,"PHARAOH, Neil",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14223,"HIBBINS, Sam",THE AUSTRALIAN GREENS - VICTORIA,4
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14351,"BILIC, Dennis",SUSTAINABLE AUSTRALIA (VIC),5
Lower House Election for the State of Victoria ,12133,Prahran District,50373,13790,"TOMLIN, Tom",FIONA PATTEN'S REASON PARTY ,6
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14094,"LONG, Jennifer",ANIMAL JUSTICE PARTY,7
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14756,"PATTERSON, Wendy",AUSSIE BATTLER PARTY,8
Lower House Election for the State of Victoria ,12133,Prahran District,50373,14058,"MENADUE, Alan",INDEPENDENT,9
Lower House Election for the State of Victoria ,12144,Preston District,45253,14548,"LILIO, Guido",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,1
Lower House Election for the State of Victoria ,12144,Preston District,45253,14785,"GRECO, Gaetano",INDEPENDENT,2
Lower House Election for the State of Victoria ,12144,Preston District,45253,13998,"SCOTT, Robin",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,3
Lower House Election for the State of Victoria ,12144,Preston District,45253,13878,"PRICE, Stephanie",VICTORIAN SOCIALISTS,4
Lower House Election for the State of Victoria ,12144,Preston District,45253,14224,"NEWTON, Susanne",THE AUSTRALIAN GREENS - VICTORIA,5
Lower House Election for the State of Victoria ,12144,Preston District,45253,14095,"RICHINGS, Nadine",ANIMAL JUSTICE PARTY,6
Lower House Election for the State of Victoria ,12144,Preston District,45253,14459,"GLOVER, Margee",FIONA PATTEN'S REASON PARTY ,7
Lower House Election for the State of Victoria ,12177,Richmond District,54680,14797,"LANDES, Herschel",INDEPENDENT,1
Lower House Election for the State of Victoria ,12177,Richmond District,54680,14481,"MANNING, Emma",INDEPENDENT,2
Lower House Election for the State of Victoria ,12177,Richmond District,54680,14225,"MALTZAHN, Kathleen",THE AUSTRALIAN GREENS - VICTORIA,3
Lower House Election for the State of Victoria ,12177,Richmond District,54680,14801,"WHITEHEAD, Adrian",INDEPENDENT,4
Lower House Election for the State of Victoria ,12177,Richmond District,54680,14096,"KEALY, Craig",ANIMAL JUSTICE PARTY,5
Lower House Election for the State of Victoria ,12177,Richmond District,54680,14803,"TRAN, Kevin Quoc",INDEPENDENT,6
Lower House Election for the State of Victoria ,12177,Richmond District,54680,13791,"RYAN, Judy",FIONA PATTEN'S REASON PARTY ,7
Lower House Election for the State of Victoria ,12177,Richmond District,54680,13999,"WYNNE, Richard",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,8
Lower House Election for the State of Victoria ,12168,Ringwood District,41299,14000,"HALSE, Dustin",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,1
Lower House Election for the State of Victoria ,12168,Ringwood District,41299,14226,"HUMPHREYS, Robert",THE AUSTRALIAN GREENS - VICTORIA,2
Lower House Election for the State of Victoria ,12168,Ringwood District,41299,14549,"RYALL, Dee",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,3
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14286,"GIBBS, Sandra",DERRYN HINCH'S JUSTICE PARTY,1
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14788,"TRUSCOTT, Jeff",INDEPENDENT,2
Lower House Election for the State of Victoria ,12183,Ripon District,47774,13879,"JENNINGS, Bronwyn",VICTORIAN SOCIALISTS,3
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14097,"HILLS, Anna",ANIMAL JUSTICE PARTY,4
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14412,"MULCAHY, Peter",DEMOCRATIC LABOUR PARTY (DLP),5
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14550,"STALEY, Louise",LIBERAL PARTY OF AUSTRALIA - VICTORIAN DIVISION,6
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14001,"DE SANTIS, Sarah",AUSTRALIAN LABOR PARTY - VICTORIAN BRANCH,7
Lower House Election for the State of Victoria ,12183,Ripon District,47774,13904,"FAVA, Peter","SHOOTERS, FISHERS AND FARMERS PARTY VICTORIA",8
Lower House Election for the State of Victoria ,12183,Ripon District,47774,14227,"SIMIC, Serge",THE AUSTRALIAN GREENS - VICTORIA,9
